33,25,0
39,23,0.5
42,17,1
43,22,0.6
12,19,0.5
21,35,2.7
17.5,30,1.7
17.5,31,1.5
15,35,0
17,37,1
8.5,31,1.7
8.5,32,1.5
37,30,2.7
30,32,0
12,22,2.7
18,24,1.7
18,25,1.5
15,21,0
23,27,2.7
8,23,1.8
44,27,0.5
31,14,2.7
31,19,1.7
31,20,1.5
43.5,13,0
30.7,11,0.6
39,13,0.5
22,19,2.7
29,16,1.7
29,17,1.5
20,16,0
